Title,Total Price,Date Sold,Num Volumes,Price Per Volume,Format,Parse Source,Link
Naruto Manga Box Set 3 Vol. 49-72 English Shonen Jump Complete In Box,115.00,"Mar 13, 2025",25,4.60,Lot,Title,https://www.ebay.com/itm/235996994433
Naruto Shonen Jump Manga Lot8 Vol. 19-27 English Graphic Novel Masashi Kishimoto,39.99,"Mar 13, 2025",9,4.44,Lot,Title,https://www.ebay.com/itm/356627212967
Naruto Manga Volumes 28-48 ENGLISH Masashi Kishimoto Graphic Novel Book Set 2,129.00,"Mar 13, 2025",22,5.86,Lot,Title,https://www.ebay.com/itm/235843096279
Naruto Manga English Lot Volume 1-8 Books Shonen Jump Masashi Kishimoto,24.99,"Mar 12, 2025",8,3.12,Lot,Title,https://www.ebay.com/itm/167366407892
"Naruto Vol. 48 Paperback by Kishimoto, Masashi Manga Ninja Comic English",5.90,"Mar 10, 2025",1,5.90,Single,Title,https://www.ebay.com/itm/135609887617
Lot of 13 Naruto English Manga 2 3 4 17-20 21 24-27 30 Shonen Jump Kishimoto,74.99,"Mar 7, 2025",14,5.36,Lot,Title,https://www.ebay.com/itm/314133169580
Naruto Manga Box Set 1 Volumes 1-27 with Premium Brand New In English Viz Media,139.95,"Mar 7, 2025",27,5.18,Lot,Title,https://www.ebay.com/itm/396284183410
Naruto Manga Vol 1 holo Limited Edition Masashi Kishimoto English Viz,499.99,"Mar 5, 2025",1,499.99,Single,Title,https://www.ebay.com/itm/135426336579
NARUTO Manga English Vol. 8 - 10 by Masashi Kishimoto Lot Of 3,18.00,"Mar 3, 2025",4,4.50,Lot,Title,https://www.ebay.com/itm/176714781558
Naruto Manga English Lot Volume 17-19 Books Shonen Jump Masashi Kishimoto,20.00,"Mar 3, 2025",3,6.67,Lot,Title,https://www.ebay.com/itm/126794139189
Naruto Manga lot vol 1-22 Masashi Kishimoto English Viz OOP,104.99,"Mar 1, 2025",22,4.77,Lot,Title,https://www.ebay.com/itm/225020345816
Naruto Shonen Jump Manga Lot 1-7 English Graphic Novel Masashi Kishimoto,30.00,"Feb 28, 2025",7,4.29,Lot,Title,https://www.ebay.com/itm/167336160203
Lot of 6 - Naruto Shonen Jump Manga English - Vol: 5  55 62 67 71 72,24.99,"Feb 26, 2025",7,3.57,Lot,Title,https://www.ebay.com/itm/116486559756
Naruto Series Set Manga Book Lot of 62 English Volumes Shonen Jump 1-57 !!!!+5,199.00,"Feb 25, 2025",58,3.43,Lot,Title,https://www.ebay.com/itm/356305082580
Naruto Volume by 64 Masashi Kishimoto English Manga Viz Media,12.88,"Feb 24, 2025",1,12.88,Single,Title,https://www.ebay.com/itm/135286872382
Naruto Full English Manga Set (Vol 1- 72 + The Seventh Hokage Volume),380.00,"Feb 22, 2025",72,5.28,Lot,Title,https://www.ebay.com/itm/326422841195
